UserID,Name,Age,Gender,Profession,Yearly Income,Property Owner,Physical Activity,Gaming Devices,Video Game Genre,Gaming Motivation,Hours Played Daily,Monthly Gaming Purchases,Hours Sleep Daily,Mental Wellness Score,Importance Score,Productivity Loss,Satisfaction,Self Control,Addiction Level
10625,Tiffany Ward,25,Female,Other,"$113,689 ",Yes,Yes,Cell Phone,Survival,Competition,9,298,7,10,36,71,73,13,63
10626,Aaron Robles,30,Other,Teacher,"$81,669 ",No,No,Nintendo,Horror,Loneliness,6,521,9,8,9,12,90,27,56
10627,Adam Morrison,28,Male,Developer,"$167,408 ",No,Yes,Xbox,FPS,Entertainment,6,721,6,33,82,35,50,51,29
10628,Suzanne Bautista,22,Other,Designer,"$126,607 ",Yes,Yes,PC,MMORPG,Competition,3,399,11,55,50,61,25,34,22
10629,Marissa Young,21,Female,Designer,"$181,537 ",No,Yes,PC,MMORPG,Relaxation,9,331,11,37,79,37,76,57,11
10630,Gregory Collins,28,Other,Doctor,"$99,881 ",No,No,PlayStation,Racing,Relaxation,7,973,6,68,7,65,40,87,44
10631,Beverly Hicks,24,Male,Doctor,"$104,339 ",Yes,Yes,PlayStation,FPS,Stress Relief,2,288,9,36,64,12,23,52,8
10632,David Osborne,21,Male,Teacher,"$7,125 ",No,Yes,Tablet,MOBA,Boredom,8,680,4,57,14,68,91,63,48
10633,Bridget Smith,28,Female,Artist,"$117,060 ",Yes,No,Nintendo,MMORPG,Habit,5,981,9,22,88,20,57,68,56
10634,Colton Francis,27,Other,Designer,"$114,112 ",Yes,Yes,Tablet,Sports,Stress Relief,7,569,6,52,50,70,27,85,45
10635,Leslie Hanson,24,Other,Doctor,"$167,115 ",Yes,No,Xbox,Horror,Competition,4,732,4,43,35,16,49,90,77
10637,Heather Rice,33,Female,Student,"$100,058 ",No,Yes,Cell Phone,MOBA,Social Interaction,11,628,6,67,28,33,49,78,43
10638,Judy Jones,26,Other,Artist,"$147,099 ",No,Yes,Xbox,Horror,Challenge,9,423,9,23,36,16,16,11,50
10639,Patricia Cruz,25,Other,Writer,"$195,249 ",Yes,Yes,Nintendo,Horror,Habit,7,525,7,39,38,66,23,66,57
10640,Melanie Chang,24,Other,Other,"$21,079 ",Yes,No,Tablet,Racing,Relaxation,9,463,11,95,42,22,9,16,29
10642,Michael Young,34,Male,Designer,"$46,036 ",No,Yes,Tablet,FPS,Competition,4,587,6,68,45,60,36,44,92
10643,Logan Schultz,21,Male,Designer,"$96,147 ",Yes,Yes,PlayStation,Survival,Entertainment,2,187,8,26,55,66,66,37,42
10644,Cynthia Johnson,24,Female,Other,"$139,315 ",No,Yes,PlayStation,Strategy,Challenge,2,960,11,35,51,67,36,99,38
10645,John Harrison,22,Male,Artist,"$154,011 ",No,No,Cell Phone,MMORPG,Competition,1,755,9,38,8,62,26,2,70
10646,Kristin Klein,33,Other,Doctor,"$160,086 ",No,No,Cell Phone,Survival,Challenge,2,253,7,79,39,90,46,3,72
10647,Jennifer Lawson,30,Other,Developer,"$101,482 ",No,Yes,Nintendo,Strategy,Stress Relief,3,558,6,11,9,57,33,41,32
10648,Heidi Miller,24,Other,Doctor,"$11,043 ",Yes,Yes,Nintendo,Strategy,Relaxation,2,917,8,72,15,63,55,23,31
10649,Anthony Chapman,19,Male,Writer,"$154,187 ",Yes,Yes,PC,Survival,Social Interaction,8,225,8,33,66,98,61,48,38
10650,Anthony Reid,32,Male,Student,"$150,780 ",No,Yes,PlayStation,Strategy,Loneliness,1,593,5,14,60,25,76,63,81
10651,Craig Reed,24,Other,Writer,"$195,457 ",Yes,No,Cell Phone,Strategy,Challenge,2,619,7,26,33,65,3,92,20
10652,Nicholas Pacheco,25,Female,Developer,"$175,310 ",No,No,Cell Phone,MMORPG,Loneliness,11,466,8,77,83,11,41,93,24
10653,David Copeland,23,Male,Doctor,"$115,900 ",No,Yes,PC,FPS,Social Interaction,8,467,5,78,73,52,64,65,63
10654,William Smith,32,Male,Manager,"$163,676 ",Yes,No,PC,Racing,Loneliness,5,711,6,64,21,1,41,30,39
10655,Sheila Williams,23,Female,Manager,"$186,702 ",Yes,Yes,Cell Phone,MOBA,Competition,10,70,8,82,85,45,32,80,52
10656,Matthew Payne,33,Male,Teacher,"$46,138 ",Yes,No,Xbox,Sports,Challenge,8,831,7,58,1,59,3,9,7
10657,Heidi Warren,24,Female,Writer,"$97,977 ",No,No,PC,FPS,Boredom,1,125,11,64,29,87,47,98,13
10658,Robert Hicks,19,Male,Manager,"$7,464 ",No,No,PlayStation,Racing,Challenge,6,672,5,86,65,89,46,97,46
10659,Anna Wilkins,21,Other,Student,"$127,924 ",No,Yes,Cell Phone,Sports,Stress Relief,9,613,9,88,35,3,35,60,93
10660,Christina Dennis,30,Other,Teacher,"$153,420 ",Yes,Yes,PlayStation,Horror,Loneliness,1,531,5,20,23,34,11,69,31
10661,Christina Jarvis,29,Female,Doctor,"$56,266 ",Yes,Yes,Nintendo,FPS,Relaxation,8,513,5,24,84,61,89,58,13
10662,Mark Jimenez,20,Other,Doctor,"$189,747 ",No,No,PC,RPG,Boredom,2,215,5,8,32,80,55,13,21
10663,Dwayne Schmidt,32,Male,Nurse,"$114,959 ",Yes,No,Xbox,RPG,Relaxation,11,226,4,99,28,83,41,82,92
10664,Christopher Hahn,21,Other,Developer,"$37,570 ",No,No,Tablet,Survival,Relaxation,6,261,9,63,19,13,71,36,78
10665,Carl Hull,24,Other,Teacher,"$76,549 ",No,No,Nintendo,Strategy,Boredom,7,745,8,10,12,51,33,82,80
10666,Gregory Adams,18,Male,Lawyer,"$64,134 ",Yes,No,Xbox,Sports,Relaxation,7,834,11,77,17,62,87,88,2
10667,Amy Elliott,24,Female,Lawyer,"$69,161 ",Yes,No,Cell Phone,Sports,Escapism,10,301,4,84,5,99,90,10,13
10668,Lisa Cruz,20,Female,Developer,"$127,978 ",No,Yes,Xbox,MOBA,Escapism,2,570,6,99,84,73,7,35,19
10669,Robert Mendoza,33,Male,Lawyer,"$155,345 ",No,Yes,Xbox,RPG,Competition,1,222,10,55,82,97,9,36,34
10670,Michelle Ryan,24,Other,Lawyer,"$179,871 ",Yes,Yes,PC,Fighting,Challenge,8,443,5,65,10,53,75,70,40
10671,Michael White,29,Male,Teacher,"$108,945 ",Yes,Yes,PlayStation,MOBA,Loneliness,3,315,8,34,86,40,68,92,45
10672,Kyle Cantu,34,Female,Teacher,"$98,320 ",No,No,Xbox,Horror,Escapism,7,433,5,29,67,37,16,3,94
10673,Misty Martin,19,Female,Designer,"$174,255 ",Yes,Yes,Cell Phone,RPG,Stress Relief,10,769,8,45,65,64,74,23,17
10674,Isaiah Carr,26,Other,Other,"$126,545 ",No,No,Tablet,MMORPG,Social Interaction,4,777,6,52,97,3,24,45,71
10675,Monica Moore,21,Female,Nurse,"$14,243 ",Yes,Yes,PlayStation,Fighting,Challenge,4,26,9,69,8,57,42,95,84
10676,Steven Robinson,29,Male,Teacher,"$194,278 ",Yes,Yes,Tablet,Fighting,Escapism,9,286,4,18,55,82,81,67,17
10677,John Hinton,34,Male,Student,"$178,149 ",Yes,Yes,PC,MMORPG,Social Interaction,2,323,4,79,84,59,68,10,85
10678,Shannon Berry,21,Female,Teacher,"$63,888 ",No,Yes,PC,Sports,Habit,1,203,7,78,88,13,34,19,73
10679,Victoria Edwards,19,Female,Student,"$98,780 ",No,Yes,PC,Fighting,Habit,10,343,4,43,50,91,86,32,43
10680,Gwendolyn Kelly,22,Male,Developer,"$169,740 ",No,Yes,Nintendo,Racing,Habit,2,608,11,76,44,69,62,10,52
10681,Christine Olson,20,Female,Artist,"$126,572 ",Yes,Yes,Tablet,Strategy,Challenge,2,683,8,64,88,93,92,56,61
10682,Jonathan Turner,29,Other,Teacher,"$7,524 ",Yes,Yes,Nintendo,Horror,Boredom,10,935,4,69,39,53,22,38,88
10683,Kayla Carter,25,Female,Nurse,"$154,190 ",Yes,Yes,Tablet,Survival,Social Interaction,5,845,5,8,70,61,67,87,44
10684,Christine Taylor,33,Female,Doctor,"$131,672 ",Yes,No,Nintendo,Racing,Boredom,8,555,10,12,34,40,96,54,46
10685,Gabriel Bowers,25,Male,Writer,"$187,176 ",No,No,PlayStation,Horror,Habit,8,911,8,73,47,78,72,59,21
10686,Elizabeth Pena,33,Female,Artist,"$130,866 ",Yes,Yes,PC,Racing,Loneliness,10,656,9,87,78,50,42,33,73
10687,Christopher Henderson,21,Male,Student,"$186,451 ",Yes,Yes,Nintendo,Survival,Competition,7,651,9,31,86,7,21,92,61
10688,Ellen King,34,Other,Designer,"$176,503 ",No,Yes,Xbox,FPS,Relaxation,6,775,10,59,40,10,66,34,27
10689,Kyle Lopez,27,Other,Nurse,"$35,766 ",No,No,Nintendo,FPS,Social Interaction,5,980,6,36,57,82,48,37,88
10690,Brooke Farley,31,Female,Other,"$83,753 ",No,No,PlayStation,MOBA,Loneliness,9,687,4,94,34,75,25,67,55
10691,David Suarez,27,Other,Developer,"$22,628 ",No,No,PC,FPS,Social Interaction,2,728,9,38,27,43,50,37,14
10692,Corey Hale,28,Female,Teacher,"$102,700 ",No,Yes,Tablet,Racing,Habit,8,495,9,43,34,63,15,63,90
10693,Sarah Li,34,Female,Engineer,"$19,267 ",Yes,No,Cell Phone,Strategy,Social Interaction,9,928,9,42,57,25,85,20,42
10694,Anita Moore,18,Other,Manager,$336 ,Yes,No,PC,Horror,Loneliness,11,739,10,26,35,22,25,12,61
10695,Krystal Hanson,20,Female,Lawyer,"$82,060 ",Yes,Yes,Xbox,MOBA,Habit,2,123,10,5,84,36,87,91,92
10696,Jennifer Thomas,31,Other,Nurse,"$164,278 ",Yes,Yes,PC,Strategy,Social Interaction,6,930,5,40,75,85,91,12,18
10697,Shirley Clarke,30,Other,Other,"$105,563 ",No,No,PlayStation,Horror,Habit,11,627,8,19,29,69,23,20,95
10698,Tracy Turner,22,Female,Student,"$78,790 ",Yes,No,Tablet,Horror,Boredom,5,967,11,26,63,36,45,6,43
10699,Rebecca Lee,27,Female,Teacher,"$79,601 ",No,Yes,Nintendo,Sports,Entertainment,2,767,8,50,34,98,23,99,44
10700,Kent Fernandez,30,Male,Teacher,"$31,692 ",No,No,Tablet,Racing,Social Interaction,11,518,4,18,42,30,58,46,63
10701,Cheryl Cole,24,Other,Other,"$113,339 ",No,No,PC,MOBA,Habit,3,405,10,9,7,51,66,55,3
10702,Ronald Klein,25,Other,Doctor,"$197,911 ",Yes,No,Tablet,RPG,Relaxation,7,821,10,52,97,73,56,94,91
10703,Gail Flores,25,Other,Teacher,"$31,766 ",No,No,PC,Strategy,Challenge,3,917,11,41,64,44,1,55,10
10704,Dominique Grimes,27,Female,Developer,"$24,053 ",Yes,No,PlayStation,Racing,Escapism,5,541,8,6,31,42,56,98,94
10705,Ashley Garcia,24,Other,Designer,"$115,830 ",No,No,Xbox,Survival,Stress Relief,11,37,11,54,10,71,89,76,48
10706,Anthony Cohen,26,Male,Designer,"$90,561 ",No,No,Nintendo,Strategy,Stress Relief,4,21,11,21,62,92,76,29,72
10707,Mary Ramsey,26,Other,Lawyer,"$96,985 ",Yes,Yes,Xbox,RPG,Competition,5,381,8,24,4,74,23,9,69
10708,Terri Hall,22,Female,Designer,"$195,506 ",No,No,PC,Survival,Entertainment,9,488,9,63,66,64,13,12,72
10709,Angela Diaz,29,Other,Developer,"$38,924 ",No,No,Nintendo,Fighting,Relaxation,7,204,10,60,5,30,21,32,12
10710,Brittany Smith,18,Other,Developer,"$47,949 ",No,Yes,Xbox,MMORPG,Habit,2,734,4,11,72,26,84,41,96
10711,Logan Miller,25,Other,Doctor,"$2,098 ",Yes,Yes,Xbox,Strategy,Competition,1,768,10,64,6,67,81,65,45
10712,Deborah Brooks,19,Male,Lawyer,"$181,683 ",No,Yes,PlayStation,Survival,Challenge,4,572,9,39,72,85,5,83,46
10713,Jennifer Mccall,23,Female,Engineer,"$17,032 ",No,Yes,Tablet,Horror,Entertainment,3,404,6,26,34,34,30,81,2
10714,Chelsea Davis,26,Other,Nurse,"$184,859 ",No,Yes,PC,Horror,Challenge,8,137,5,80,94,32,94,30,78
10715,Wanda Craig,33,Female,Designer,"$197,778 ",No,No,Tablet,Racing,Competition,10,119,8,76,83,10,19,23,75
10716,Henry Robinson,30,Male,Doctor,"$25,524 ",Yes,No,Xbox,MMORPG,Stress Relief,10,749,10,55,70,53,20,64,17
10717,Bryce Elliott,26,Male,Engineer,"$98,590 ",No,No,Xbox,MOBA,Social Interaction,8,867,10,36,82,24,24,34,53
10718,Danny Scott,20,Other,Writer,"$138,811 ",Yes,No,Nintendo,Strategy,Habit,1,334,7,69,37,34,61,36,20
10719,Samantha Byrd,26,Female,Developer,"$84,109 ",No,Yes,Nintendo,MOBA,Boredom,11,304,7,68,67,55,97,98,44
10720,Sarah Murray,19,Female,Doctor,"$84,713 ",No,No,Xbox,Racing,Challenge,4,354,7,93,56,87,25,15,83
10721,Anna Sanchez,24,Other,Designer,"$29,620 ",Yes,Yes,Cell Phone,RPG,Boredom,4,148,9,75,64,7,91,3,18
10722,Brian Mckinney,20,Male,Nurse,"$24,880 ",No,Yes,Tablet,MOBA,Stress Relief,5,480,8,29,61,92,40,60,14
10723,Roger Marquez,20,Male,Student,"$23,514 ",No,No,PC,Strategy,Social Interaction,3,400,6,35,72,74,13,68,45
10724,Alexander Smith,29,Other,Lawyer,"$195,478 ",No,No,PlayStation,FPS,Relaxation,5,118,8,21,45,45,33,52,1
10725,Daniel Jackson,22,Male,Manager,"$140,576 ",Yes,No,PC,MOBA,Competition,2,245,9,18,83,42,25,52,9
10726,Derek Dominguez,20,Other,Artist,"$89,192 ",No,No,PC,FPS,Challenge,7,450,7,15,13,63,90,50,24
10727,Aaron Coleman,20,Male,Engineer,"$159,962 ",No,No,Cell Phone,Sports,Stress Relief,8,316,5,50,87,9,47,27,80
10728,Christy Bryant,25,Other,Student,"$54,884 ",Yes,No,PlayStation,MMORPG,Entertainment,6,794,4,85,78,22,73,87,54
10729,Andrew Carlson,20,Male,Writer,"$155,308 ",Yes,Yes,Cell Phone,Racing,Competition,3,617,5,82,57,21,50,64,61
10730,Tonya Newman,32,Other,Teacher,"$27,723 ",Yes,No,PC,Racing,Stress Relief,8,828,11,96,52,44,23,60,56
10731,Steven Stuart,28,Male,Manager,"$119,741 ",No,Yes,PC,Fighting,Social Interaction,4,127,7,57,81,90,69,65,16
10732,Cassandra Todd,31,Female,Designer,"$91,202 ",No,Yes,Xbox,MMORPG,Boredom,1,471,7,645,94,1,47,7,4
10733,Steven Robinson,28,Male,Manager,"$22,822 ",Yes,Yes,PC,MOBA,Entertainment,5,983,9,25,53,13,49,71,61
10734,Jacob Harris,24,Other,Student,"$5,102 ",Yes,Yes,Cell Phone,MMORPG,Challenge,4,676,8,72,83,96,71,26,4
10735,Maurice Jackson,33,Female,Lawyer,"$23,205 ",Yes,Yes,PlayStation,MMORPG,Stress Relief,10,943,6,66,40,78,80,4,27
10736,Mario Decker,33,Male,Designer,"$72,946 ",Yes,No,Cell Phone,RPG,Entertainment,10,783,6,72,55,22,58,56,21
10737,Vicki Lee,30,Female,Other,"$88,453 ",Yes,No,Xbox,Survival,Relaxation,3,871,6,7,96,80,96,85,1
10738,Daniel Webb,20,Other,Writer,"$30,351 ",No,Yes,Nintendo,RPG,Stress Relief,4,293,8,76,68,17,83,16,29
10739,Alan Adkins,28,Female,Doctor,"$111,289 ",Yes,No,Xbox,Survival,Challenge,9,27,6,5,77,31,19,26,89
10740,James Rodriguez,29,Male,Developer,"$66,653 ",Yes,Yes,Cell Phone,FPS,Stress Relief,4,985,9,11,34,17,54,2,91
10741,Latoya Hamilton,18,Male,Doctor,"$59,178 ",No,Yes,PlayStation,FPS,Challenge,5,671,9,29,92,80,23,85,75
10742,Michael James,20,Male,Artist,"$181,871 ",Yes,Yes,Xbox,Survival,Boredom,3,602,4,31,49,64,79,23,29
10743,Amanda Simmons,29,Female,Engineer,"$141,757 ",No,No,Nintendo,RPG,Relaxation,8,306,10,72,60,60,80,20,32
10744,Austin Mitchell,22,Male,Writer,"$58,844 ",No,Yes,Nintendo,Horror,Boredom,2,611,4,63,65,92,66,64,56
10745,Janice Johnson,25,Other,Other,"$45,060 ",Yes,Yes,Tablet,Racing,Entertainment,4,582,11,56,32,43,53,85,51
10746,Michael Stone,27,Other,Manager,"$180,568 ",Yes,Yes,PlayStation,Survival,Challenge,1,322,11,8,36,3,43,23,72
10747,Adam Beck,33,Other,Developer,"$98,750 ",No,No,PlayStation,RPG,Loneliness,8,220,4,76,4,60,2,45,30
10748,Jessica Lucas,23,Other,Artist,"$94,419 ",No,No,Nintendo,MOBA,Relaxation,10,479,6,17,3,94,83,12,47
10749,Hannah Murphy,26,Female,Lawyer,"$15,531 ",No,Yes,Xbox,FPS,Stress Relief,10,96,7,26,6,24,10,47,30
10750,Kyle Cook,21,Male,Nurse,"$178,487 ",Yes,No,Tablet,Survival,Competition,3,776,4,66,31,52,31,50,93
10751,Michael Chung,21,Male,Other,"$153,378 ",Yes,No,Xbox,Fighting,Entertainment,2,949,8,71,40,10,69,75,48
10752,Paul Terry,34,Other,Writer,"$131,188 ",No,No,PC,FPS,Challenge,5,480,6,70,61,29,2,41,68
10753,Christine Griffin,32,Other,Designer,"$43,079 ",No,No,Tablet,Racing,Stress Relief,3,923,10,84,26,4,3,20,34
10754,Felicia James,27,Other,Artist,"$149,037 ",No,No,Nintendo,MMORPG,Habit,1,454,6,22,25,12,35,78,62
10755,John Franklin,28,Male,Artist,"$169,171 ",No,No,Cell Phone,MOBA,Habit,2,691,4,15,35,24,14,4,27
10756,Joe Gutierrez,34,Male,Developer,"$65,240 ",No,No,Nintendo,Racing,Competition,5,867,4,26,15,77,3,81,55
10757,Thomas Fletcher,29,Male,Teacher,"$73,811 ",Yes,No,Tablet,Horror,Relaxation,4,922,6,76,20,68,74,52,96
10758,Rhonda Griffin,18,Other,Lawyer,"$91,878 ",Yes,No,PC,Racing,Loneliness,7,976,8,17,18,25,28,36,59
10759,Amanda Foster,33,Other,Writer,"$75,145 ",No,Yes,Xbox,Fighting,Entertainment,2,516,7,21,66,62,86,19,33
10760,Joyce Stewart,23,Female,Writer,"$96,241 ",No,Yes,Xbox,MOBA,Habit,11,390,4,67,39,20,86,3,4
10761,Luis Johnson,30,Male,Teacher,"$103,572 ",No,Yes,Xbox,Survival,Entertainment,5,236,8,84,31,40,91,46,60
10762,William Phillips,23,Other,Lawyer,"$148,824 ",Yes,Yes,Xbox,Survival,Relaxation,1,604,10,42,23,83,12,86,3
10763,Bryan Mcdaniel,34,Male,Lawyer,"$9,914 ",Yes,No,Nintendo,Strategy,Boredom,11,298,10,17,18,11,69,94,65
10764,Jessica Cisneros,20,Other,Doctor,"$96,394 ",No,Yes,Xbox,Survival,Entertainment,6,334,10,43,64,85,71,68,22
10765,Scott May,24,Male,Designer,"$184,965 ",Yes,No,Xbox,MMORPG,Competition,3,587,8,37,91,82,99,77,93
10766,Julian Carr,25,Male,Other,"$168,147 ",No,No,Nintendo,MMORPG,Boredom,2,784,7,22,91,18,80,59,59
10767,Michael Vasquez,29,Male,Teacher,"$92,902 ",Yes,No,PC,Horror,Competition,7,248,5,74,43,4,31,5,72
10768,Christian Young,25,Male,Nurse,"$92,686 ",No,Yes,Nintendo,MMORPG,Competition,8,512,9,80,71,1,3,14,97
10769,Laura Zhang,27,Female,Teacher,"$116,700 ",Yes,Yes,Cell Phone,MMORPG,Habit,2,34,5,52,96,7,41,80,8
10770,Laura Alvarado,33,Female,Manager,"$187,645 ",Yes,No,Cell Phone,MMORPG,Stress Relief,10,748,9,24,55,38,39,60,9
10771,Jessica Wells,25,Other,Artist,"$84,331 ",No,No,Tablet,RPG,Habit,3,769,4,27,28,99,19,70,30
10772,Jay Johnson,27,Male,Nurse,"$186,432 ",Yes,No,Nintendo,RPG,Escapism,6,63,8,17,76,86,28,57,64
10773,Anna Jackson,28,Female,Other,"$82,128 ",Yes,Yes,Xbox,Fighting,Entertainment,6,837,11,84,3,18,25,16,51
10774,Sandra Rodriguez,33,Female,Student,"$48,213 ",Yes,No,Nintendo,MMORPG,Relaxation,1,895,4,69,67,43,72,49,18
10775,Stuart Ferguson,22,Other,Engineer,"$138,982 ",No,No,Nintendo,MOBA,Habit,5,341,7,21,4,81,24,35,96
10776,David Petty,31,Male,Lawyer,"$87,778 ",Yes,Yes,PC,Sports,Escapism,10,728,11,70,88,87,41,6,38
10777,William Myers,19,Male,Lawyer,"$11,610 ",No,No,Xbox,Sports,Loneliness,4,698,9,21,87,40,66,39,28
10778,Benjamin Keller,33,Other,Doctor,"$183,482 ",Yes,Yes,Tablet,Racing,Boredom,6,309,11,97,87,47,92,86,63
10779,Amy Burton,18,Female,Manager,"$103,016 ",Yes,Yes,Nintendo,FPS,Escapism,3,782,9,45,27,21,93,8,42
10780,Kelsey Graham,23,Female,Engineer,"$190,169 ",No,Yes,PC,Racing,Entertainment,10,269,4,16,28,67,57,63,89
10781,Julia Acevedo,29,Female,Artist,"$51,001 ",Yes,No,Tablet,Survival,Habit,7,60,10,26,33,60,71,11,81
10782,Bradley Hancock,22,Female,Lawyer,"$164,187 ",Yes,No,Xbox,Horror,Escapism,8,694,11,62,86,18,1,93,2
10783,Michael Gonzalez,31,Other,Teacher,"$189,710 ",Yes,No,Xbox,Survival,Habit,10,512,10,78,22,63,21,13,51
10784,Susan Williams,23,Other,Manager,"$73,398 ",Yes,No,PC,Sports,Competition,11,525,9,62,99,5,8,23,87
10785,Anthony Lee,19,Other,Engineer,"$23,147 ",Yes,No,PC,Fighting,Entertainment,8,607,6,56,55,35,93,77,20
10786,Adrian Jones,26,Other,Developer,"$44,031 ",No,Yes,PlayStation,MOBA,Challenge,8,747,11,38,49,85,28,9,38
10787,Jennifer Mcbride,29,Female,Other,"$109,687 ",No,No,Nintendo,MOBA,Social Interaction,10,331,10,13,82,51,55,11,74
10788,Brandon Owens,25,Male,Doctor,"$118,878 ",Yes,No,Tablet,Horror,Challenge,7,444,9,67,4,81,62,9,34
10789,Sean Orozco,26,Male,Nurse,"$110,420 ",Yes,Yes,PC,MOBA,Competition,9,428,8,75,28,77,40,65,57
10790,Veronica Harmon,24,Other,Doctor,"$58,169 ",Yes,No,Tablet,MMORPG,Loneliness,5,948,10,34,72,24,58,47,97
10791,Charles Walker,21,Male,Artist,"$72,292 ",No,No,PC,Sports,Competition,10,409,6,56,62,27,34,36,92
10792,Amanda Figueroa,28,Female,Student,"$22,715 ",Yes,No,PlayStation,Racing,Entertainment,9,182,9,47,22,36,87,21,31
10793,Raymond Ramsey,32,Other,Manager,"$15,809 ",No,Yes,PlayStation,Sports,Boredom,11,21,7,11,99,19,98,90,50
10794,Benjamin Gonzalez,29,Other,Developer,"$105,871 ",No,No,Xbox,Sports,Entertainment,11,506,4,34,11,66,94,16,63
10795,Jason Bell,23,Other,Developer,"$163,670 ",No,Yes,Tablet,RPG,Habit,7,200,7,33,70,41,43,45,39
10796,Donald Carter,26,Other,Lawyer,"$173,874 ",No,Yes,Xbox,Survival,Loneliness,1,932,9,24,14,63,84,42,69
10797,Brandy Scott,29,Other,Designer,"$198,908 ",Yes,Yes,Nintendo,Sports,Escapism,11,671,4,12,59,64,95,91,18
10798,Richard Taylor,24,Male,Nurse,"$92,370 ",No,No,Tablet,MOBA,Social Interaction,10,435,7,74,72,38,40,27,95
10799,Kevin Taylor,31,Male,Manager,"$153,671 ",No,Yes,Xbox,Strategy,Challenge,4,381,9,10,49,4,51,88,33
10800,Angel Hunt,31,Other,Doctor,"$26,524 ",Yes,No,Cell Phone,Sports,Relaxation,10,912,9,98,12,78,1,63,60
10801,Kevin Perez,29,Male,Designer,"$68,764 ",No,No,Tablet,FPS,Escapism,7,253,4,94,80,52,12,46,42
10802,Jason Farrell,31,Other,Other,"$83,744 ",Yes,No,Tablet,MOBA,Escapism,10,560,11,44,41,81,56,62,86
10803,Brenda Howard,25,Female,Other,"$125,729 ",No,Yes,Tablet,MOBA,Loneliness,9,639,10,92,16,62,98,64,37
10804,Robert Roth,21,Other,Doctor,"$13,066 ",Yes,Yes,Tablet,MMORPG,Challenge,11,647,6,70,28,35,55,97,57
10805,Douglas Juarez,21,Male,Designer,"$106,249 ",No,No,Xbox,Racing,Escapism,11,94,6,48,68,12,13,82,17
10806,Doris Smith,22,Female,Engineer,"$68,792 ",Yes,Yes,PC,Survival,Loneliness,5,164,6,92,82,49,46,18,78
10807,Carmen Harris,32,Other,Writer,"$184,629 ",Yes,No,PlayStation,Strategy,Entertainment,3,246,9,4,48,79,57,76,17
10808,Pam James,28,Female,Designer,"$181,801 ",No,No,Tablet,Fighting,Escapism,11,912,6,10,5,28,60,14,8
10809,Robert Moreno,25,Male,Lawyer,"$164,865 ",Yes,No,Xbox,Survival,Entertainment,7,985,11,19,62,55,81,19,30
10810,Krista Logan,30,Female,Developer,"$49,535 ",Yes,Yes,Cell Phone,Sports,Challenge,8,210,10,25,33,56,14,96,72
10811,James Scott,20,Male,Other,"$60,342 ",Yes,No,Tablet,Racing,Challenge,6,527,10,34,81,75,92,50,11
10812,Laura Lee,34,Other,Teacher,"$91,358 ",No,No,PC,Survival,Escapism,3,300,5,55,30,56,24,63,41
10813,Ashley Anderson,22,Other,Developer,"$80,805 ",No,No,Xbox,MOBA,Challenge,9,891,8,49,64,59,60,97,97
10814,Charles Powell,28,Male,Student,"$59,771 ",No,No,PC,MOBA,Entertainment,7,189,10,73,80,44,80,9,22
10815,Gregory Guzman,22,Other,Nurse,"$169,451 ",No,No,PlayStation,MOBA,Social Interaction,9,221,10,37,76,6,47,64,16
10816,Teresa Clark,25,Female,Teacher,"$44,737 ",No,Yes,Nintendo,Fighting,Entertainment,9,879,10,92,51,25,92,86,53
10817,Michael Juarez,29,Other,Lawyer,"$86,730 ",No,Yes,PC,Horror,Social Interaction,6,251,7,20,37,84,30,53,61
10818,Christopher Jones,29,Other,Doctor,"$120,917 ",No,Yes,Nintendo,MOBA,Relaxation,3,826,4,81,83,84,65,34,88
10819,Chris Norris,24,Male,Designer,"$155,742 ",No,Yes,Cell Phone,Racing,Stress Relief,2,308,4,1,19,72,30,50,20
10820,William Archer,29,Male,Student,"$181,872 ",Yes,Yes,Tablet,Fighting,Boredom,11,896,11,52,74,32,46,10,1
10821,Thomas Lane,33,Male,Writer,$707 ,No,Yes,PlayStation,Strategy,Challenge,10,390,5,94,84,50,94,40,4
10822,Brittany Young,32,Female,Lawyer,"$149,967 ",Yes,No,Tablet,FPS,Stress Relief,11,52,11,34,67,5,32,73,60
10823,Julie Madden,23,Female,Manager,"$75,437 ",Yes,No,Tablet,FPS,Habit,2,475,7,97,59,81,95,3,4
10824,Erika Manning,23,Female,Artist,"$135,229 ",Yes,No,Nintendo,MMORPG,Escapism,8,713,10,63,18,31,70,97,89
10825,Kelsey Guzman,32,Other,Nurse,"$99,238 ",Yes,No,Tablet,Racing,Competition,11,480,4,44,40,15,13,1,27
10826,Wesley Russell,26,Male,Student,"$100,445 ",Yes,No,Tablet,Racing,Entertainment,10,318,5,65,33,95,16,10,13
10827,Michelle White,29,Female,Teacher,"$179,065 ",Yes,Yes,Cell Phone,MMORPG,Loneliness,11,905,8,92,59,27,14,52,31
10828,Natasha Blackwell,20,Female,Doctor,"$45,951 ",No,Yes,Nintendo,Sports,Challenge,8,919,5,11,89,11,12,59,87
10829,Courtney Hamilton,29,Female,Teacher,"$147,072 ",Yes,Yes,Tablet,Strategy,Escapism,7,245,4,71,20,87,61,3,57
10830,Angela Lopez,31,Female,Manager,"$141,486 ",No,Yes,Tablet,FPS,Stress Relief,2,450,4,22,83,24,36,93,3
10831,Stephanie Blackburn,24,Other,Designer,"$65,637 ",No,No,Cell Phone,Racing,Entertainment,2,495,9,1,18,69,87,2,60
